k,head,program,strategy,increase,kl_div
34,"(1, 1)",contextual_anchoring,sanity_check,0.0,-2.5177241696480856e-08
35,"(5, 3)",sentence_position_preference,sanity_check,0.0,-2.5177241696480856e-08
36,"(5, 10)",sentence_start_attention,sanity_check,0.0,-2.5177241696480856e-08
37,"(0, 8)",contextual_anchoring,sanity_check,0.0,-2.5177241696480856e-08
38,"(11, 3)",sentence_start_attention,sanity_check,0.0,-2.5177241696480856e-08
39,"(1, 6)",sentence_position_preference,sanity_check,0.0,-2.5177241696480856e-08
40,"(1, 9)",sentence_position_preference,sanity_check,0.0,-2.5177241696480856e-08
41,"(11, 11)",sentence_start_attention,sanity_check,0.0,-2.5177241696480856e-08
42,"(11, 10)",sentence_start_attention,sanity_check,0.0,-2.5177241696480856e-08
43,"(2, 7)",contextual_anchoring,sanity_check,0.0,-2.5177241696480856e-08
44,"(1, 10)",contextual_anchoring,sanity_check,0.0,-2.5177241696480856e-08
45,"(10, 9)",sentence_start_attention,sanity_check,0.0,-2.5177241696480856e-08
46,"(8, 8)",sentence_start_attention,sanity_check,0.0,-2.5177241696480856e-08
47,"(8, 2)",sentence_start_attention,sanity_check,0.0,-2.5177241696480856e-08
48,"(9, 10)",sentence_start_attention,sanity_check,0.0,-2.5177241696480856e-08
49,"(7, 5)",sentence_start_attention,sanity_check,0.0,-2.5177241696480856e-08
50,"(0, 6)",sentence_position_preference,sanity_check,0.0,-2.5177241696480856e-08
51,"(10, 4)",sentence_start_attention,sanity_check,0.0,-2.5177241696480856e-08
52,"(2, 10)",sentence_position_preference,sanity_check,0.0,-2.5177241696480856e-08
53,"(6, 4)",sentence_start_attention,sanity_check,0.0,-2.5177241696480856e-08
54,"(0, 10)",contextual_anchoring,sanity_check,0.0,-2.5177241696480856e-08
55,"(7, 3)",sentence_start_attention,sanity_check,0.0,-2.5177241696480856e-08
56,"(5, 7)",sentence_start_attention,sanity_check,0.0,-2.5177241696480856e-08
57,"(7, 9)",sentence_beginning_salience,sanity_check,0.0,-2.5177241696480856e-08
58,"(1, 11)",lexical_diversity_focus,sanity_check,0.0,-2.5177241696480856e-08
59,"(8, 4)",sentence_start_attention,sanity_check,0.0,-2.5177241696480856e-08
60,"(1, 4)",sentence_position_preference,sanity_check,0.0,-2.5177241696480856e-08
61,"(2, 1)",sentence_start_attention,sanity_check,0.0,-2.5177241696480856e-08
62,"(11, 0)",contextual_anchoring,sanity_check,0.0,-2.5177241696480856e-08
63,"(1, 2)",sentence_position_preference,sanity_check,0.0,-2.5177241696480856e-08
64,"(6, 5)",sentence_start_attention,sanity_check,0.0,-2.5177241696480856e-08
65,"(1, 8)",sentence_position_preference,sanity_check,0.0,-2.5177241696480856e-08
66,"(0, 2)",sentence_position_preference,sanity_check,0.0,-2.5177241696480856e-08
67,"(1, 7)",sentence_position_preference,sanity_check,0.0,-2.5177241696480856e-08
68,"(5, 6)",sentence_start_attention,sanity_check,0.0,-2.5177241696480856e-08
