k,head,program,strategy,increase,kl_div
41,"(3, 4)",token_reinforcement,smart,-3.9911832313479283,0.03151911057066172
42,"(15, 10)",token_reinforcement,smart,-3.8089365818412353,0.03179247033083812
43,"(20, 8)",token_reinforcement,smart,-3.7476339232913687,0.03217686171643436
44,"(11, 3)",token_reinforcement,smart,-3.6450737365706005,0.03268141092732549
45,"(11, 15)",token_reinforcement,smart,-3.531878150368523,0.03560883215395734
46,"(16, 28)",token_reinforcement,smart,-3.7283486953574685,0.03743630465818569
47,"(7, 24)",token_reinforcement,smart,-2.8584254372605504,0.03922318941680714
48,"(7, 0)",token_reinforcement,smart,-2.9088209917560364,0.040902107304427775
49,"(14, 13)",token_reinforcement,smart,-2.740141086422582,0.041779066484887155
50,"(11, 8)",token_reinforcement,smart,-2.5616988654913837,0.04322993584675714
51,"(15, 15)",token_reinforcement,smart,-2.668159762238376,0.04433277653297409
52,"(9, 0)",token_reinforcement,smart,-2.789516710982956,0.04476676162565127
53,"(19, 25)",token_reinforcement,smart,-2.713632275948557,0.04528572095790878
54,"(15, 20)",token_reinforcement,smart,-2.6485650878803835,0.04566084035439417
55,"(8, 19)",main_subject_attention,smart,-2.618495218441251,0.04564704027259722
56,"(3, 16)",token_reinforcement,smart,-2.4953053329101538,0.04841395159484819
57,"(19, 11)",token_reinforcement,smart,-2.467694020053509,0.049135116217657926
58,"(15, 8)",token_reinforcement,smart,-2.444729893336485,0.05222763140220195
59,"(8, 15)",token_reinforcement,smart,-2.212366199213377,0.053719947966746985
60,"(3, 7)",token_reinforcement,smart,-1.9356034317667303,0.056738576753996316
61,"(16, 13)",token_reinforcement,smart,-2.230062770267898,0.05707951553631574
62,"(15, 16)",token_reinforcement,smart,-2.284572515622616,0.05745789458975196
63,"(20, 29)",token_reinforcement,smart,-2.3120833451951825,0.057951810215599836
64,"(19, 12)",token_reinforcement,smart,-2.2838355913899653,0.05850547238718718
65,"(3, 2)",token_reinforcement,smart,-2.0151327491618605,0.0607753224670887
66,"(18, 1)",token_reinforcement,smart,-2.093409386538561,0.061042241621762514
67,"(20, 16)",token_reinforcement,smart,-2.005486526471159,0.06217462977394462
68,"(17, 20)",token_reinforcement,smart,-1.8881634288583993,0.0639598579145968
69,"(8, 11)",token_reinforcement,smart,-1.8934039578638937,0.06391356081701816
70,"(4, 12)",main_subject_attention,smart,-2.3459551077571748,0.0609618201944977
71,"(11, 6)",main_subject_attention,smart,-2.178879062291402,0.06394813684746622
72,"(19, 8)",token_reinforcement,smart,-2.249106179809846,0.06408115481957793
73,"(17, 21)",token_reinforcement,smart,-2.0941436818392556,0.06546413194853812
74,"(18, 2)",cls_attention,smart,-1.872160380593478,0.06615952694322914
75,"(19, 9)",token_reinforcement,smart,-1.9906995045306244,0.06678906886838376
76,"(4, 0)",main_subject_attention,smart,-1.9077532944877302,0.07028927539940924
77,"(20, 10)",token_reinforcement,smart,-1.7822817611450612,0.07116536689922213
78,"(4, 4)",token_reinforcement,smart,-1.7666930060852442,0.07135502581950277
79,"(4, 30)",cls_attention,smart,-1.7462012235782682,0.06978775284253061
80,"(7, 21)",main_subject_attention,smart,-1.5550736059471262,0.0698052986478433
81,"(17, 3)",token_reinforcement,smart,-1.458456401783723,0.07092052211519331
82,"(11, 1)",token_reinforcement,smart,-1.558237776704209,0.0712620146246627
83,"(20, 13)",token_reinforcement,smart,-1.5065708115096623,0.07174622691236436
84,"(17, 2)",token_reinforcement,smart,-1.3820583923608194,0.07306573799345642
85,"(18, 21)",token_reinforcement,smart,-1.4076647318885507,0.07476874723099172
86,"(4, 5)",main_subject_attention,smart,-1.4999713530568537,0.07420197956264019
87,"(6, 15)",token_reinforcement,smart,-1.5277241231953524,0.07877626243047416
88,"(18, 23)",token_reinforcement,smart,-1.4970855663846685,0.07953076556324959
89,"(17, 0)",token_reinforcement,smart,-1.883000584371954,0.07931224515661597
90,"(19, 15)",main_subject_attention,smart,-1.609899241625791,0.07928665798157454
91,"(4, 19)",cls_attention,smart,-1.222436134173541,0.08036071152426302
92,"(3, 6)",token_reinforcement,smart,-1.527124172355157,0.0768519788980484
93,"(21, 6)",token_reinforcement,smart,-1.6041157668535462,0.0775510863866657
94,"(17, 4)",token_reinforcement,smart,-1.5597068127661686,0.07829808980226517
95,"(5, 20)",token_reinforcement,smart,-1.6022542171676333,0.08136015746742487
96,"(8, 18)",token_reinforcement,smart,-1.574392938177663,0.08163514671847225
97,"(10, 16)",main_subject_attention,smart,-1.8497409123228112,0.08286806641146541
98,"(8, 13)",main_subject_attention,smart,-1.7899019863428325,0.08275289538316428
99,"(4, 29)",cls_attention,smart,-1.3659744528437836,0.08638592245988548
100,"(21, 1)",main_subject_attention,smart,-2.0144130389748356,0.08619499209336937
101,"(18, 7)",token_reinforcement,smart,-2.2556167264448788,0.08657347470521927
102,"(16, 30)",token_reinforcement,smart,-2.2712253037272467,0.09205307729542256
103,"(5, 8)",first_token_domination,smart,-2.735495596704778,0.09192498574964703
104,"(13, 12)",main_subject_attention,smart,-2.594598959243704,0.09318776321597397
105,"(7, 25)",initial_token_dominance,smart,-1.848010914190368,0.09316348801366985
106,"(5, 22)",main_subject_attention,smart,-1.88731796457385,0.09378479363396763
107,"(19, 6)",token_reinforcement,smart,-1.9408642791018473,0.09512470814399421
108,"(18, 6)",main_subject_attention,smart,-2.4029041810249065,0.09469985196366906
109,"(17, 12)",token_reinforcement,smart,-2.19930960413033,0.09693579411134123
110,"(5, 15)",main_subject_attention,smart,-2.0685904195631992,0.09523578847758472
111,"(7, 17)",token_reinforcement,smart,-1.781924302304354,0.09803808053024113
112,"(19, 5)",cls_attention,smart,-1.4123961207410896,0.10004823174327612
113,"(4, 20)",main_subject_attention,smart,-1.7622987887266939,0.09931462242268026
114,"(8, 26)",main_subject_attention,smart,-1.648468162517184,0.10014869576320053
115,"(17, 1)",token_reinforcement,smart,-2.028946089967867,0.10053074988536537
116,"(20, 17)",token_reinforcement,smart,-1.983831580686047,0.10187898555770517
117,"(10, 26)",initial_token_dominance,smart,-2.1382022511466046,0.10305275115184485
118,"(19, 17)",token_reinforcement,smart,-1.9078663701788638,0.10400129033252598
119,"(7, 3)",cls_attention,smart,-1.48192547325322,0.10523401553742588
120,"(6, 17)",initial_token_dominance,smart,-1.2378705392060787,0.11104668059386313
121,"(4, 31)",token_reinforcement,smart,-1.4472310057811228,0.11289014713838696
122,"(4, 13)",initial_token_dominance,smart,-1.1332737802288835,0.11551920595578849
123,"(19, 23)",main_subject_attention,smart,-2.2720311129921895,0.11540811083279551
124,"(3, 5)",main_subject_attention,smart,-2.211698146003228,0.12011543153785169
125,"(6, 13)",cls_attention,smart,-2.176333330662002,0.12335124157369137
126,"(15, 22)",token_reinforcement,smart,-2.20616468662287,0.12218256983906031
127,"(8, 23)",initial_token_dominance,smart,-2.286994667616026,0.12171417796052993
128,"(4, 18)",cls_attention,smart,-2.636893541917366,0.12023114601615817
129,"(18, 4)",token_reinforcement,smart,-2.6694795505068276,0.12211231634952129
130,"(18, 5)",token_reinforcement,smart,-2.731950904645848,0.12223298248834907
131,"(4, 25)",token_reinforcement,smart,-2.8158787261723677,0.12114158689975739
132,"(21, 25)",main_subject_attention,smart,-3.3224549742306384,0.1208567662583664
133,"(16, 25)",main_subject_attention,smart,-2.748848857370672,0.12072413166519254
134,"(17, 15)",token_reinforcement,smart,-2.699589367790099,0.11925120991189032
135,"(6, 3)",token_reinforcement,smart,-3.200537182515849,0.11806619424372912
136,"(8, 8)",initial_token_dominance,smart,-3.0075817490695385,0.12128766947425902
137,"(3, 18)",cls_attention,smart,-3.406178201705572,0.11968750859610737
138,"(10, 12)",cls_attention,smart,-3.0310290962109496,0.12036363578401506
139,"(5, 17)",main_subject_attention,smart,-3.3017388822688525,0.12048559627495706
140,"(5, 25)",main_subject_attention,smart,-2.9999220988705906,0.12278088200837374
141,"(7, 31)",token_reinforcement,smart,-2.758239159395933,0.12850445531308652
142,"(18, 22)",sentence_level_attention,smart,-3.0837207419021784,0.12730684610083698
143,"(6, 16)",cls_attention,smart,-3.387804511365691,0.1311622683238238
144,"(5, 11)",main_subject_attention,smart,-3.371251927887304,0.13468134094029666
145,"(3, 3)",first_token_domination,smart,-3.02351156514521,0.1377174820844084
146,"(15, 26)",token_reinforcement,smart,-3.066087258298589,0.138319443911314
147,"(5, 18)",token_reinforcement,smart,-2.930364265804723,0.13926810250617563
148,"(19, 13)",main_subject_attention,smart,-2.6435736360127406,0.13947840278036894
149,"(11, 0)",cls_attention,smart,-2.5762302598965423,0.14049933887086807
150,"(3, 11)",cls_attention,smart,-1.9709792014092673,0.1441990616172552
151,"(8, 17)",main_subject_attention,smart,-1.4727385768372105,0.14670015406794845
152,"(11, 31)",cls_attention,smart,-1.448511944893838,0.14724817412905394
153,"(13, 24)",main_subject_attention,smart,-1.6205338139235232,0.14704791018739344
154,"(15, 3)",token_reinforcement,smart,-1.241721113788514,0.14848098755814135
155,"(19, 24)",token_reinforcement,smart,-1.0253343632394376,0.15025672003626822
156,"(8, 7)",cls_attention,smart,-1.0976298090024272,0.15091546719893814
157,"(3, 12)",cls_attention,smart,-1.560866117962069,0.1481219433620572
158,"(5, 16)",main_subject_attention,smart,-1.6724939576487048,0.14745123863220214
159,"(18, 18)",token_reinforcement,smart,-1.6327830685934148,0.1484950766619295
160,"(11, 5)",token_reinforcement,smart,-1.7858525506727876,0.14811214813031257
161,"(4, 9)",first_token_domination,smart,-1.4659463767299794,0.15453276531770826
162,"(4, 11)",main_subject_attention,smart,-1.3759633932173814,0.15612982058897615
163,"(8, 24)",token_reinforcement,smart,-1.2915191949614049,0.1567245564237237
164,"(15, 23)",initial_token_dominance,smart,-1.624335499730223,0.15701480007730426
165,"(4, 23)",main_subject_attention,smart,-1.4687278832326263,0.15501979681663214
166,"(8, 21)",main_subject_attention,smart,-1.596195495144225,0.15526190070435406
167,"(15, 17)",token_reinforcement,smart,-1.7564797290170744,0.1576867880858481
168,"(16, 20)",first_token_domination,smart,-1.8069796338800483,0.16129559813067318
169,"(4, 7)",cls_attention,smart,-2.2556055118302107,0.16092673657462
170,"(21, 29)",initial_token_dominance,smart,-2.112335509148941,0.16028867801651359
171,"(13, 29)",cls_attention,smart,-2.1846630948140775,0.1603385172318667
172,"(9, 6)",first_token_domination,smart,-2.099424599856066,0.1594765951298177
173,"(5, 26)",initial_token_dominance,smart,-1.9462543306229403,0.15729997269809246
174,"(16, 27)",token_reinforcement,smart,-2.2887949685465934,0.16291235803626478
175,"(7, 15)",cls_attention,smart,-2.5481349115763576,0.1682056310493499
176,"(5, 29)",token_reinforcement,smart,-2.6424065599838586,0.16940587191842496
177,"(11, 2)",main_subject_attention,smart,-2.3957116462235435,0.17027972685173154
178,"(9, 31)",main_subject_attention,smart,-2.4183662499976712,0.17427421463653445
179,"(18, 9)",sentence_level_attention,smart,-2.828690426314679,0.17531379856169224
180,"(4, 6)",token_reinforcement,smart,-2.250678048499751,0.17328715258277952
181,"(3, 1)",token_reinforcement,smart,-2.1659267565922744,0.17406804869882764
182,"(16, 26)",sentence_boundary_focus,smart,-2.0567128521404228,0.17548432231880726
183,"(18, 19)",token_reinforcement,smart,-1.6511686427203507,0.17550870792008935
184,"(3, 19)",initial_reference_attention,smart,-1.4945087079171737,0.1772469151671976
185,"(8, 28)",initial_token_dominance,smart,-1.7863660612776318,0.17672926641069353
186,"(5, 4)",token_reinforcement,smart,-1.1232267264923557,0.17832676377147436
187,"(20, 12)",main_subject_attention,smart,-1.391488423399436,0.17868960009887813
188,"(4, 24)",initial_token_reference_attention,smart,-1.1249398416947058,0.1795751240476966
189,"(4, 10)",cls_attention,smart,-0.29316174410486806,0.18688189079985024
190,"(19, 16)",sentence_level_attention,smart,-0.5687249098497277,0.18778665432706476
191,"(6, 10)",sentence_beginning_salience,smart,-0.18943608249331692,0.19333008038811386
192,"(18, 10)",dominant_subject_attention,smart,-0.09623247086917966,0.19580851786769926
193,"(5, 31)",sentence_beginning_salience,smart,-0.08249896695235157,0.19508329750970005
194,"(20, 26)",initial_token_dominance,smart,-0.17834918846213704,0.19463858116418123
195,"(5, 10)",initial_token_dominance,smart,-0.06682464965699793,0.20207880280911922
196,"(8, 16)",initial_contextual_attention,smart,-0.27404624433626235,0.20530885683372616
197,"(5, 28)",sentence_beginning_salience,smart,0.2412289841958356,0.21178787169978022
198,"(6, 22)",dominant_subject_attention,smart,0.05717897976119332,0.20395644937641919
199,"(4, 16)",main_subject_attention,smart,-0.18959942064290872,0.20849632477387786
200,"(12, 26)",main_subject_attention,smart,-0.4837296878255931,0.2116399402730167
201,"(8, 29)",cls_attention,smart,-0.09384429292782713,0.21312131080776453
202,"(4, 27)",initial_token_reference_attention,smart,0.14032993246554715,0.21738473823294044
203,"(4, 1)",sentence_opening_salience,smart,0.307646660095375,0.22081888060085475
204,"(8, 25)",sentence_level_attention,smart,0.3915790062510515,0.22137057171203195
205,"(3, 22)",token_reinforcement,smart,0.36450016778288746,0.21959201797842978
206,"(4, 3)",cls_attention,smart,0.4565688680983001,0.22635750876739621
207,"(5, 21)",cls_attention,smart,0.6262991251652368,0.2277667087689042
208,"(4, 15)",cls_attention,smart,1.3164170209240709,0.22923255652189256
209,"(7, 22)",cls_attention,smart,1.3465378289720442,0.23099027682095766
210,"(10, 13)",cls_attention,smart,1.268602654674183,0.23356854158453644
211,"(3, 17)",cls_attention,smart,1.6055049128419574,0.2381393991969526
212,"(10, 14)",cls_attention,smart,1.4903648306359887,0.24200262008234857
213,"(16, 10)",cls_attention,smart,3.425944754574563,0.2579529116395861
214,"(17, 7)",cls_attention,smart,3.7586632625443683,0.26144695381633937
215,"(9, 7)",cls_attention,smart,3.969368936273231,0.2644163641985506
216,"(8, 20)",cls_attention,smart,3.8455581019530802,0.26095362041145564
217,"(6, 9)",cls_attention,smart,5.020022416243017,0.26461286380887034
218,"(5, 23)",cls_attention,smart,5.240427884543583,0.26579324073158206
219,"(11, 22)",cls_attention,smart,5.5189445277347104,0.2681259943824261
220,"(10, 8)",cls_attention,smart,5.954630771122812,0.27488020692951975
221,"(7, 9)",cls_attention,smart,6.0650092580665795,0.2838761859945953
222,"(12, 20)",cls_attention,smart,6.140053982282919,0.2848207927495241
223,"(9, 25)",cls_attention,smart,6.353644405597932,0.2859108857531101
224,"(17, 17)",cls_attention,smart,6.224814756961774,0.2875956115871668
225,"(4, 26)",cls_attention,smart,7.548762954828898,0.2935262628924102
226,"(3, 29)",cls_attention,smart,8.01276615727603,0.29524127539247275
