i,j,Pattern,Score
11,9,head_initial_token_emphasis,0.8497658510469078
3,0,initial_contextual_attention,0.8328033171257593
3,4,initial_contextual_attention,0.7805915432875707
4,2,initial_contextual_attention,0.619221350975987
4,8,initial_contextual_attention,0.6054660806812443
4,10,initial_contextual_attention,0.7324473646644459
5,0,initial_contextual_attention,0.7785704949951908
5,1,initial_contextual_attention,0.938778702855382
5,5,initial_contextual_attention,0.817407927090695
5,8,initial_contextual_attention,0.62921265321097
5,9,initial_contextual_attention,0.7856947927040777
6,1,initial_contextual_attention,0.6102575164286931
6,2,initial_contextual_attention,0.6523735762787893
6,3,initial_contextual_attention,0.6211828447064315
6,6,initial_contextual_attention,0.6543024174898419
6,9,initial_contextual_attention,0.9050548915293879
6,10,initial_contextual_attention,0.8066998240612354
7,1,initial_contextual_attention,0.7861811004284697
7,2,initial_contextual_attention,0.9274451616066731
7,4,initial_contextual_attention,0.6365118788696668
7,6,initial_contextual_attention,0.6960424056050992
7,7,initial_contextual_attention,0.7740593866998119
7,10,initial_contextual_attention,0.902478278837128
7,11,initial_contextual_attention,0.8136050019923119
8,0,initial_contextual_attention,0.6528369882458095
8,1,initial_contextual_attention,0.85767138187106
8,3,initial_contextual_attention,0.7180851043735658
8,6,initial_contextual_attention,0.6240326857004012
8,9,initial_contextual_attention,0.6381078381998638
8,11,initial_contextual_attention,0.6726837034516131
9,1,initial_contextual_attention,0.8336002345892696
9,2,initial_contextual_attention,0.6433545407799799
9,4,initial_contextual_attention,0.8329484404855689
9,5,initial_contextual_attention,0.6435522263800855
9,6,initial_contextual_attention,0.8897375327940281
9,7,initial_contextual_attention,0.602835345168761
9,8,initial_contextual_attention,0.7025765411016675
9,9,initial_contextual_attention,0.9127918753414502
9,11,initial_contextual_attention,0.8625299794836181
10,0,initial_contextual_attention,0.6961896893995082
10,1,initial_contextual_attention,0.8545720763945895
10,2,initial_contextual_attention,0.8593413259216689
10,3,initial_contextual_attention,0.691537347611464
10,6,initial_contextual_attention,0.8661427211390295
10,8,initial_contextual_attention,0.8741782191004503
10,10,initial_contextual_attention,0.8663575151357162
10,11,initial_contextual_attention,0.678140881637761
11,1,initial_contextual_attention,0.6600327995983437
11,2,initial_contextual_attention,0.8079551571748724
11,5,initial_contextual_attention,0.7951715441109277
11,6,initial_contextual_attention,0.8483843388513012
11,7,initial_contextual_attention,0.6751652517531196
11,9,initial_contextual_attention,0.8496787672706856
3,0,initial_element_reinforcement,0.8845693570722054
3,4,initial_element_reinforcement,0.832346332017937
4,2,initial_element_reinforcement,0.6707040661186205
4,4,initial_element_reinforcement,0.6322296866967175
4,8,initial_element_reinforcement,0.6568030031453754
4,10,initial_element_reinforcement,0.7841764294571997
5,0,initial_element_reinforcement,0.8302701487498668
5,1,initial_element_reinforcement,0.9872891571114689
5,5,initial_element_reinforcement,0.8691165746532388
5,6,initial_element_reinforcement,0.6460513738977675
5,8,initial_element_reinforcement,0.6805906728853778
5,9,initial_element_reinforcement,0.8375149591490292
6,1,initial_element_reinforcement,0.6615860464313137
6,2,initial_element_reinforcement,0.7038577886559048
6,3,initial_element_reinforcement,0.6725812073599542
6,6,initial_element_reinforcement,0.7057885295820588
6,9,initial_element_reinforcement,0.9556270862002879
6,10,initial_element_reinforcement,0.8586218413135933
7,1,initial_element_reinforcement,0.8380251891256796
7,2,initial_element_reinforcement,0.9782647793887812
7,4,initial_element_reinforcement,0.6879568532563299
7,6,initial_element_reinforcement,0.747618962269239
7,7,initial_element_reinforcement,0.8257370815250163
7,10,initial_element_reinforcement,0.9538781811433227
7,11,initial_element_reinforcement,0.8654644880326495
8,0,initial_element_reinforcement,0.7044303962627231
8,1,initial_element_reinforcement,0.9094828373165695
8,3,initial_element_reinforcement,0.7697230703660739
8,6,initial_element_reinforcement,0.6753870921367776
8,9,initial_element_reinforcement,0.6895478872973745
8,11,initial_element_reinforcement,0.7242220331221132
9,0,initial_element_reinforcement,0.6446414165498385
9,1,initial_element_reinforcement,0.885538372131438
9,2,initial_element_reinforcement,0.6948838113561232
9,4,initial_element_reinforcement,0.8849273827745127
9,5,initial_element_reinforcement,0.6951465816525637
9,6,initial_element_reinforcement,0.9417837175524278
9,7,initial_element_reinforcement,0.6541408796879115
9,8,initial_element_reinforcement,0.7542509521814429
9,9,initial_element_reinforcement,0.96487540183657
9,11,initial_element_reinforcement,0.9145169346982952
10,0,initial_element_reinforcement,0.747773211783124
10,1,initial_element_reinforcement,0.9065989037839629
10,2,initial_element_reinforcement,0.9113862035978388
10,3,initial_element_reinforcement,0.7431323116972955
10,5,initial_element_reinforcement,0.6276710207430164
10,6,initial_element_reinforcement,0.9182327212697681
10,7,initial_element_reinforcement,0.6126498975786654
10,8,initial_element_reinforcement,0.9262900813778718
10,10,initial_element_reinforcement,0.9184663685958215
10,11,initial_element_reinforcement,0.7296565957415231
11,1,initial_element_reinforcement,0.7115417169979668
11,2,initial_element_reinforcement,0.8599139847776374
11,4,initial_element_reinforcement,0.6348158747067384
11,5,initial_element_reinforcement,0.8470548267434989
11,6,initial_element_reinforcement,0.900438167580455
11,7,initial_element_reinforcement,0.7266705454295547
11,9,initial_element_reinforcement,0.9016966051717774
3,0,initial_phrase_contextualization,0.8826517907712857
3,4,initial_phrase_contextualization,0.8304400169330971
4,2,initial_phrase_contextualization,0.6690698246215133
4,4,initial_phrase_contextualization,0.6307506229045149
4,8,initial_phrase_contextualization,0.6553145543267708
4,10,initial_phrase_contextualization,0.7822958383099724
5,0,initial_phrase_contextualization,0.8284189686407172
5,1,initial_phrase_contextualization,0.9886271765009084
5,5,initial_phrase_contextualization,0.8672564007362213
5,6,initial_phrase_contextualization,0.6447081044364542
5,8,initial_phrase_contextualization,0.6790611268564963
5,9,initial_phrase_contextualization,0.8355432663496041
6,1,initial_phrase_contextualization,0.6601059900742196
6,2,initial_phrase_contextualization,0.7022220499243158
6,3,initial_phrase_contextualization,0.6710313183519578
6,6,initial_phrase_contextualization,0.7041508911353683
6,9,initial_phrase_contextualization,0.9549033651749145
6,10,initial_phrase_contextualization,0.856548297706762
7,1,initial_phrase_contextualization,0.8360295740739963
7,2,initial_phrase_contextualization,0.9772936352521996
7,4,initial_phrase_contextualization,0.6863603525151932
7,6,initial_phrase_contextualization,0.7458908792506258
7,7,initial_phrase_contextualization,0.8239078603453382
7,10,initial_phrase_contextualization,0.9523267524826543
7,11,initial_phrase_contextualization,0.8634534756378384
8,0,initial_phrase_contextualization,0.702685461891336
8,1,initial_phrase_contextualization,0.9075198555165865
8,3,initial_phrase_contextualization,0.7679335780190922
8,6,initial_phrase_contextualization,0.6738811593459277
8,9,initial_phrase_contextualization,0.6879563118453902
8,11,initial_phrase_contextualization,0.7225321770971395
9,0,initial_phrase_contextualization,0.6430738559210057
9,1,initial_phrase_contextualization,0.883448708234796
9,2,initial_phrase_contextualization,0.6932030144255065
9,4,initial_phrase_contextualization,0.8827969141310953
9,5,initial_phrase_contextualization,0.6934007000256118
9,6,initial_phrase_contextualization,0.9395860064395546
9,7,initial_phrase_contextualization,0.6526838188142875
9,8,initial_phrase_contextualization,0.7524250147471938
9,9,initial_phrase_contextualization,0.9626403489869766
9,11,initial_phrase_contextualization,0.9123784531291445
10,0,initial_phrase_contextualization,0.7460381630450347
10,1,initial_phrase_contextualization,0.904420550040116
10,2,initial_phrase_contextualization,0.9091897995671953
10,3,initial_phrase_contextualization,0.7413858212569905
10,5,initial_phrase_contextualization,0.6261669860604159
10,6,initial_phrase_contextualization,0.915991194784556
10,7,initial_phrase_contextualization,0.6112572743553382
10,8,initial_phrase_contextualization,0.9240266927459767
10,10,initial_phrase_contextualization,0.9162059887812428
10,11,initial_phrase_contextualization,0.7279893552832876
11,1,initial_phrase_contextualization,0.7098812732438701
11,2,initial_phrase_contextualization,0.8578036308203988
11,4,initial_phrase_contextualization,0.6333148234345872
11,5,initial_phrase_contextualization,0.8450200177564541
11,6,initial_phrase_contextualization,0.8982328124968277
11,7,initial_phrase_contextualization,0.7250137253986462
11,9,initial_phrase_contextualization,0.899527240916212
3,0,initial_phrase_dominance,0.8343311651498516
3,4,initial_phrase_dominance,0.782119391311663
4,2,initial_phrase_dominance,0.6207491990000794
4,8,initial_phrase_dominance,0.6069939287053367
4,10,initial_phrase_dominance,0.7339752126885384
5,0,initial_phrase_dominance,0.780098343019283
5,1,initial_phrase_dominance,0.9403065508794745
5,5,initial_phrase_dominance,0.8189357751147873
5,8,initial_phrase_dominance,0.6307405012350623
5,9,initial_phrase_dominance,0.7872226407281699
6,1,initial_phrase_dominance,0.6117853644527855
6,2,initial_phrase_dominance,0.6539014243028817
6,3,initial_phrase_dominance,0.6227106927305238
6,6,initial_phrase_dominance,0.6558302655139343
6,9,initial_phrase_dominance,0.9065827395534803
6,10,initial_phrase_dominance,0.8082276720853279
7,1,initial_phrase_dominance,0.7877089484525621
7,2,initial_phrase_dominance,0.9289730096307656
7,4,initial_phrase_dominance,0.6380397268937591
7,6,initial_phrase_dominance,0.6975702536291917
7,7,initial_phrase_dominance,0.7755872347239042
7,10,initial_phrase_dominance,0.9040061268612204
7,11,initial_phrase_dominance,0.8151328500164042
8,0,initial_phrase_dominance,0.6543648362699019
8,1,initial_phrase_dominance,0.8591992298951524
8,3,initial_phrase_dominance,0.7196129523976581
8,6,initial_phrase_dominance,0.6255605337244936
8,9,initial_phrase_dominance,0.6396356862239561
8,11,initial_phrase_dominance,0.6742115514757053
9,1,initial_phrase_dominance,0.835128082613362
9,2,initial_phrase_dominance,0.6448823888040723
9,4,initial_phrase_dominance,0.8344762885096614
9,5,initial_phrase_dominance,0.6450800744041778
9,6,initial_phrase_dominance,0.8912653808181205
9,7,initial_phrase_dominance,0.6043631931928535
9,8,initial_phrase_dominance,0.7041043891257597
9,9,initial_phrase_dominance,0.9143197233655426
9,11,initial_phrase_dominance,0.8640578275077103
10,0,initial_phrase_dominance,0.6977175374236007
10,1,initial_phrase_dominance,0.856099924418682
10,2,initial_phrase_dominance,0.8608691739457613
10,3,initial_phrase_dominance,0.6930651956355565
10,6,initial_phrase_dominance,0.8676705691631219
10,8,initial_phrase_dominance,0.8757060671245426
10,10,initial_phrase_dominance,0.8678853631598087
10,11,initial_phrase_dominance,0.6796687296618534
11,1,initial_phrase_dominance,0.6615606476224362
11,2,initial_phrase_dominance,0.8094830051989647
11,5,initial_phrase_dominance,0.7966993921350203
11,6,initial_phrase_dominance,0.8499121868753937
11,7,initial_phrase_dominance,0.676693099777212
11,9,initial_phrase_dominance,0.851206615294778
5,1,initial_reference_attention,0.6539846355956329
6,9,initial_reference_attention,0.6376689842215381
7,2,initial_reference_attention,0.6429758248863638
7,10,initial_reference_attention,0.6269967122635477
9,6,initial_reference_attention,0.632787030386465
9,9,initial_reference_attention,0.6358618628540512
9,11,initial_reference_attention,0.6143712197578011
10,2,initial_reference_attention,0.6120918595338598
10,8,initial_reference_attention,0.6130086743126456
10,10,initial_reference_attention,0.6181242372432852
11,6,initial_reference_attention,0.608173525468714
3,0,initial_token_anchoring,0.8839852637548452
3,4,initial_token_anchoring,0.8317430931617991
4,2,initial_token_anchoring,0.6701576590571632
4,4,initial_token_anchoring,0.6317298152108543
4,8,initial_token_anchoring,0.65631497354272
4,10,initial_token_anchoring,0.7835561510809713
5,0,initial_token_anchoring,0.8296799363866344
5,1,initial_token_anchoring,0.9879674455680743
5,5,initial_token_anchoring,0.8685329733964692
5,6,initial_token_anchoring,0.6456183573237748
5,8,initial_token_anchoring,0.6800804488538618
5,9,initial_token_anchoring,0.8368675232063988
6,1,initial_token_anchoring,0.6610922837214015
6,2,initial_token_anchoring,0.703310939606761
6,3,initial_token_anchoring,0.6720694271839416
6,6,initial_token_anchoring,0.7052411049779012
6,9,initial_token_anchoring,0.9555159635268201
6,10,initial_token_anchoring,0.8579538379796379
7,1,initial_token_anchoring,0.8373764998265368
7,2,initial_token_anchoring,0.9781531493107396
7,4,initial_token_anchoring,0.6874269387398876
7,6,initial_token_anchoring,0.7470444279153193
7,7,initial_token_anchoring,0.825159908650838
7,10,initial_token_anchoring,0.9535129365614391
7,11,initial_token_anchoring,0.8648198274168174
8,0,initial_token_anchoring,0.7038507666621417
8,1,initial_token_anchoring,0.9088870621155856
8,3,initial_token_anchoring,0.7691310724879828
8,6,initial_token_anchoring,0.6748822397283839
8,9,initial_token_anchoring,0.6890170684173927
8,11,initial_token_anchoring,0.7236589323215558
9,0,initial_token_anchoring,0.6441168594107549
9,1,initial_token_anchoring,0.8848640513982248
9,2,initial_token_anchoring,0.6943268810304793
9,4,initial_token_anchoring,0.8842377916202259
9,5,initial_token_anchoring,0.6945666719592006
9,6,initial_token_anchoring,0.941113354923523
9,7,initial_token_anchoring,0.6536476119046327
9,8,initial_token_anchoring,0.7536477535988181
9,9,initial_token_anchoring,0.9642102250743223
9,11,initial_token_anchoring,0.9138452266363933
10,0,initial_token_anchoring,0.747197040066636
10,1,initial_token_anchoring,0.9059037705906983
10,2,initial_token_anchoring,0.9106908615870073
10,3,initial_token_anchoring,0.7425541323852473
10,5,initial_token_anchoring,0.6271666517646995
10,6,initial_token_anchoring,0.9175179566234489
10,7,initial_token_anchoring,0.6121797568702324
10,8,initial_token_anchoring,0.9255665353097179
10,10,initial_token_anchoring,0.9177359157492128
10,11,initial_token_anchoring,0.7291198577850498
11,1,initial_token_anchoring,0.7109900601962273
11,2,initial_token_anchoring,0.8592272617954543
11,4,initial_token_anchoring,0.6343094068613665
11,5,initial_token_anchoring,0.8463921233223602
11,6,initial_token_anchoring,0.8997204787582814
11,7,initial_token_anchoring,0.7261420918606478
11,9,initial_token_anchoring,0.9010148657162366
3,0,initial_token_attachment,0.8826517907712857
3,4,initial_token_attachment,0.8304400169330971
4,2,initial_token_attachment,0.6690698246215133
4,4,initial_token_attachment,0.6307506229045149
4,8,initial_token_attachment,0.6553145543267708
4,10,initial_token_attachment,0.7822958383099724
5,0,initial_token_attachment,0.8284189686407172
5,1,initial_token_attachment,0.9886271765009084
5,5,initial_token_attachment,0.8672564007362213
5,6,initial_token_attachment,0.6447081044364542
5,8,initial_token_attachment,0.6790611268564963
5,9,initial_token_attachment,0.8355432663496041
6,1,initial_token_attachment,0.6601059900742196
6,2,initial_token_attachment,0.7022220499243158
6,3,initial_token_attachment,0.6710313183519578
6,6,initial_token_attachment,0.7041508911353683
6,9,initial_token_attachment,0.9549033651749145
6,10,initial_token_attachment,0.856548297706762
7,1,initial_token_attachment,0.8360295740739963
7,2,initial_token_attachment,0.9772936352521996
7,4,initial_token_attachment,0.6863603525151932
7,6,initial_token_attachment,0.7458908792506258
7,7,initial_token_attachment,0.8239078603453382
7,10,initial_token_attachment,0.9523267524826543
7,11,initial_token_attachment,0.8634534756378384
8,0,initial_token_attachment,0.702685461891336
8,1,initial_token_attachment,0.9075198555165865
8,3,initial_token_attachment,0.7679335780190922
8,6,initial_token_attachment,0.6738811593459277
8,9,initial_token_attachment,0.6879563118453902
8,11,initial_token_attachment,0.7225321770971395
9,0,initial_token_attachment,0.6430738559210057
9,1,initial_token_attachment,0.883448708234796
9,2,initial_token_attachment,0.6932030144255065
9,4,initial_token_attachment,0.8827969141310953
9,5,initial_token_attachment,0.6934007000256118
9,6,initial_token_attachment,0.9395860064395546
9,7,initial_token_attachment,0.6526838188142875
9,8,initial_token_attachment,0.7524250147471938
9,9,initial_token_attachment,0.9626403489869766
9,11,initial_token_attachment,0.9123784531291445
10,0,initial_token_attachment,0.7460381630450347
10,1,initial_token_attachment,0.904420550040116
10,2,initial_token_attachment,0.9091897995671953
10,3,initial_token_attachment,0.7413858212569905
10,5,initial_token_attachment,0.6261669860604159
10,6,initial_token_attachment,0.915991194784556
10,7,initial_token_attachment,0.6112572743553382
10,8,initial_token_attachment,0.9240266927459767
10,10,initial_token_attachment,0.9162059887812428
10,11,initial_token_attachment,0.7279893552832876
11,1,initial_token_attachment,0.7098812732438701
11,2,initial_token_attachment,0.8578036308203988
11,4,initial_token_attachment,0.6333148234345872
11,5,initial_token_attachment,0.8450200177564541
11,6,initial_token_attachment,0.8982328124968277
11,7,initial_token_attachment,0.7250137253986462
11,9,initial_token_attachment,0.899527240916212
3,0,initial_token_centralization,0.8839852637548452
3,4,initial_token_centralization,0.8317430931617991
4,2,initial_token_centralization,0.6701576590571632
4,4,initial_token_centralization,0.6317298152108543
4,8,initial_token_centralization,0.65631497354272
4,10,initial_token_centralization,0.7835561510809713
5,0,initial_token_centralization,0.8296799363866344
5,1,initial_token_centralization,0.9879674455680743
5,5,initial_token_centralization,0.8685329733964692
5,6,initial_token_centralization,0.6456183573237748
5,8,initial_token_centralization,0.6800804488538618
5,9,initial_token_centralization,0.8368675232063988
6,1,initial_token_centralization,0.6610922837214015
6,2,initial_token_centralization,0.703310939606761
6,3,initial_token_centralization,0.6720694271839416
6,6,initial_token_centralization,0.7052411049779012
6,9,initial_token_centralization,0.9555159635268201
6,10,initial_token_centralization,0.8579538379796379
7,1,initial_token_centralization,0.8373764998265368
7,2,initial_token_centralization,0.9781531493107396
7,4,initial_token_centralization,0.6874269387398876
7,6,initial_token_centralization,0.7470444279153193
7,7,initial_token_centralization,0.825159908650838
7,10,initial_token_centralization,0.9535129365614391
7,11,initial_token_centralization,0.8648198274168174
8,0,initial_token_centralization,0.7038507666621417
8,1,initial_token_centralization,0.9088870621155856
8,3,initial_token_centralization,0.7691310724879828
8,6,initial_token_centralization,0.6748822397283839
8,9,initial_token_centralization,0.6890170684173927
8,11,initial_token_centralization,0.7236589323215558
9,0,initial_token_centralization,0.6441168594107549
9,1,initial_token_centralization,0.8848640513982248
9,2,initial_token_centralization,0.6943268810304793
9,4,initial_token_centralization,0.8842377916202259
9,5,initial_token_centralization,0.6945666719592006
9,6,initial_token_centralization,0.941113354923523
9,7,initial_token_centralization,0.6536476119046327
9,8,initial_token_centralization,0.7536477535988181
9,9,initial_token_centralization,0.9642102250743223
9,11,initial_token_centralization,0.9138452266363933
10,0,initial_token_centralization,0.747197040066636
10,1,initial_token_centralization,0.9059037705906983
10,2,initial_token_centralization,0.9106908615870073
10,3,initial_token_centralization,0.7425541323852473
10,5,initial_token_centralization,0.6271666517646995
10,6,initial_token_centralization,0.9175179566234489
