i,j,Pattern,Score
9,1,uniform_attention,0.49017047912073614
9,2,uniform_attention,0.40706453628223366
9,3,uniform_attention,0.48871493849350167
9,4,uniform_attention,0.5042240479874556
9,5,uniform_attention,0.38549291228209914
9,8,uniform_attention,0.4312874424308924
9,10,uniform_attention,0.41436942304902386
9,11,uniform_attention,0.4524368749746471
10,0,uniform_attention,0.4146218039418268
10,2,uniform_attention,0.4367028222884179
10,3,uniform_attention,0.5064314663957071
10,4,uniform_attention,0.47439803541235
10,6,uniform_attention,0.5270789448354086
10,7,uniform_attention,0.49222702056276996
10,8,uniform_attention,0.4714374653012898
10,11,uniform_attention,0.4180158322324685
11,1,uniform_attention,0.5255739711674688
11,2,uniform_attention,0.4259655574184331
11,3,uniform_attention,0.49889484267477585
11,4,uniform_attention,0.5044995778030179
11,6,uniform_attention,0.49764763481230495
11,8,uniform_attention,0.4275358586236959
11,9,uniform_attention,0.3517933897032967
6,9,uniform_attention,0.5435996707200923
7,10,uniform_attention,0.5430960356202942
9,0,uniform_attention,0.5466095272242489
11,0,uniform_attention,0.5457017730614
11,5,uniform_attention,0.461714479269681
11,10,uniform_attention,0.5062791723740732
11,11,uniform_attention,0.527396665122386
1,2,cls_attention,0.47932784512072096
1,5,cls_attention,0.5135125187848164
1,6,cls_attention,0.14197573175384756
1,7,cls_attention,0.49968018744251874
1,9,cls_attention,0.5120839591599721
2,1,cls_attention,0.49602260761680306
2,2,cls_attention,0.39532244332915284
2,3,cls_attention,0.4865453183541506
2,4,cls_attention,0.46855888768476306
2,7,cls_attention,0.5016982120914557
2,10,cls_attention,0.4826093326926462
2,11,cls_attention,0.5465978455522766
3,0,cls_attention,0.5326774769661982
1,0,cls_attention,0.4982753402846666
1,3,cls_attention,0.5450148557828158
2,8,cls_attention,0.5352679976948277
3,5,cls_attention,0.547785813378957
10,10,cls_attention,0.4744171352853094
1,1,cls_attention,0.5434607362239925
1,4,cls_attention,0.5396290113647149
3,0,eos_attention,0.5323318677625477
4,0,eos_attention,0.5007828143985712
4,2,eos_attention,0.45818826310231575
4,3,eos_attention,0.25908019557837353
4,5,eos_attention,0.5131062212686109
4,7,eos_attention,0.37120938352960736
4,8,eos_attention,0.4339972011707218
4,9,eos_attention,0.510213448657514
4,10,eos_attention,0.5263784307680801
4,11,eos_attention,0.41194979735627774
5,0,eos_attention,0.43888744231001087
5,1,eos_attention,0.23189558955219972
5,2,eos_attention,0.47486692147282367
5,3,eos_attention,0.4862216312002559
5,4,eos_attention,0.4885276341845873
5,5,eos_attention,0.3267165616084529
5,6,eos_attention,0.35232800215483334
5,7,eos_attention,0.3968715725852503
5,8,eos_attention,0.5077383166580015
5,11,eos_attention,0.36533241097570857
6,0,eos_attention,0.3370191703292383
6,1,eos_attention,0.4532469155647601
6,2,eos_attention,0.4899414505656132
6,3,eos_attention,0.30423167154159314
6,4,eos_attention,0.35510906506996726
6,5,eos_attention,0.47722945596934324
6,6,eos_attention,0.4295443682260253
6,7,eos_attention,0.5135028784073176
6,8,eos_attention,0.41169747401223633
6,9,eos_attention,0.5058522573880803
6,10,eos_attention,0.38749763559771294
6,11,eos_attention,0.5370345411682202
7,1,eos_attention,0.4869317066344759
7,2,eos_attention,0.49408047839569846
7,3,eos_attention,0.2985178330920093
7,4,eos_attention,0.5382496568732463
7,6,eos_attention,0.2699165785774044
7,7,eos_attention,0.27954255102984943
7,9,eos_attention,0.45895927384950824
7,10,eos_attention,0.4726426604463062
7,11,eos_attention,0.33390722715537735
8,0,eos_attention,0.4396379536167319
8,1,eos_attention,0.41613017306625594
8,2,eos_attention,0.2050461715896217
8,3,eos_attention,0.4982859254807537
8,4,eos_attention,0.3982729629475534
8,5,eos_attention,0.35428338792997033
8,6,eos_attention,0.2695031145878166
8,10,eos_attention,0.5336305545009952
8,11,eos_attention,0.510514847863166
9,0,eos_attention,0.44811492923145346
9,1,eos_attention,0.5339395322766839
9,3,eos_attention,0.48761466167563655
9,4,eos_attention,0.45005132777458917
9,6,eos_attention,0.3180008061196608
9,7,eos_attention,0.4718980338130517
9,9,eos_attention,0.26590888070238045
9,11,eos_attention,0.504567641951057
3,2,eos_attention,0.5310307472306057
3,4,eos_attention,0.5162862304100989
4,4,eos_attention,0.4370770625476019
5,9,eos_attention,0.49744761349869704
4,6,eos_attention,0.5346821134007099
5,10,eos_attention,0.513866873319327
10,10,eos_attention,0.4326440736098532
3,0,special_token_attention,0.5091980462024183
4,0,special_token_attention,0.5111841897574153
4,2,special_token_attention,0.4577226687947082
4,3,special_token_attention,0.28906909198981773
4,5,special_token_attention,0.5120409590040133
4,7,special_token_attention,0.40163967315604293
4,8,special_token_attention,0.450775926216693
4,9,special_token_attention,0.5263504536947992
4,11,special_token_attention,0.4275191307004252
5,0,special_token_attention,0.46198561417303985
5,1,special_token_attention,0.2680201244047202
5,3,special_token_attention,0.5092822472093385
5,4,special_token_attention,0.5068777336250219
5,5,special_token_attention,0.3569688069719071
5,6,special_token_attention,0.3783312276761874
5,7,special_token_attention,0.4243794911292765
5,8,special_token_attention,0.5304744628930866
5,11,special_token_attention,0.3924879026369948
6,0,special_token_attention,0.3575175471671718
6,2,special_token_attention,0.5033530667264347
6,3,special_token_attention,0.3233385258373663
6,4,special_token_attention,0.38215071531163086
6,5,special_token_attention,0.4911481973326184
6,6,special_token_attention,0.4470934584770349
6,7,special_token_attention,0.5210455597845554
6,8,special_token_attention,0.4251927018294804
6,9,special_token_attention,0.528334477873867
6,10,special_token_attention,0.413432451670438
7,1,special_token_attention,0.5021244391397491
7,2,special_token_attention,0.5123312890042651
7,3,special_token_attention,0.3154971027625329
7,6,special_token_attention,0.27571668176346664
7,7,special_token_attention,0.29246659996988705
7,9,special_token_attention,0.4865874175262069
7,10,special_token_attention,0.4919438682914761
7,11,special_token_attention,0.34724592562176904
8,0,special_token_attention,0.46025900793885177
8,1,special_token_attention,0.4293326004359268
8,2,special_token_attention,0.23320164891380327
8,3,special_token_attention,0.527245799373073
8,4,special_token_attention,0.41862999563508724
8,5,special_token_attention,0.3794279626159937
8,6,special_token_attention,0.2995654289994283
8,11,special_token_attention,0.53609241978349
9,0,special_token_attention,0.4666179162660955
9,1,special_token_attention,0.5414580362037832
9,3,special_token_attention,0.4881918274144237
9,4,special_token_attention,0.4481590997486579
9,6,special_token_attention,0.3382760513290304
9,7,special_token_attention,0.4694369061864211
9,9,special_token_attention,0.28408177406337337
9,11,special_token_attention,0.4976191478618002
10,10,special_token_attention,0.48462135592843436
3,1,special_token_attention,0.5315559114935131
3,2,special_token_attention,0.5288816171760522
3,4,special_token_attention,0.4933788709800941
3,7,special_token_attention,0.5485492420377636
3,8,special_token_attention,0.5173427231974917
4,4,special_token_attention,0.4622283240425008
5,2,special_token_attention,0.47539064544616055
5,9,special_token_attention,0.500848374490428
6,1,special_token_attention,0.42213662992286277
5,10,special_token_attention,0.5333334530616727
6,11,special_token_attention,0.540983998205276
0,10,dependencies,0.5422674940756865
2,0,dependencies,0.49977422530578625
2,9,dependencies,0.5077507960004186
1,1,dependencies,0.5370460210274928
3,9,dependencies,0.5338352749438559
2,6,pos_alignment,0.49221513232507497
11,8,pos_alignment,0.5300313599996784
1,11,pos_alignment,0.534465211328372
