i,j,Pattern,Score
0,10,L1H9,0.273
1,9,L1H9,0.276
1,9,L1H9,0.2313562524682809
2,7,L1H10,0.202
1,10,L1H10,0.208
0,7,L1H10,0.223
1,10,L1H10,0.23843637929126174
4,7,L1H11,0.27
0,4,L1H11,0.313
0,7,L1H11,0.344
1,11,L1H11,0.293333109974552
3,10,L2H0,0.254
2,11,L2H0,0.264
6,5,L2H0,0.266
2,0,L2H0,0.3027797730805214
2,6,L2H1,0.289
1,5,L2H1,0.308
3,10,L2H1,0.312
2,1,L2H1,0.20670624681090752
3,3,L2H2,0.354
3,7,L2H2,0.366
2,2,L2H2,0.373
2,2,L2H2,0.2561719701317251
6,8,L2H3,0.322
3,7,L2H3,0.325
3,3,L2H3,0.335
2,3,L2H3,0.2567222224043364
0,7,L2H4,0.238
2,2,L2H4,0.268
2,5,L2H4,0.274
2,4,L2H4,0.2534533257652554
1,2,L2H5,0.182
0,11,L2H5,0.199
1,1,L2H5,0.202
2,5,L2H5,0.15186960256998402
2,11,L2H6,0.184
3,10,L2H6,0.193
1,3,L2H6,0.204
2,6,L2H6,0.14336539596519998
3,6,L2H7,0.309
3,10,L2H7,0.317
2,7,L2H7,0.321
2,7,L2H7,0.18266455511121085
3,7,L2H8,0.267
2,9,L2H8,0.269
2,2,L2H8,0.278
2,8,L2H8,0.25462414651195453
3,7,L2H9,0.301
3,6,L2H9,0.317
6,8,L2H9,0.32
2,9,L2H9,0.2819903659447648
2,10,L2H10,0.265
2,7,L2H10,0.27
1,0,L2H10,0.286
2,10,L2H10,0.2078192453128223
3,10,L2H11,0.296
6,5,L2H11,0.32
5,6,L2H11,0.321
2,11,L2H11,0.33256524577008656
3,0,L3H0,0.137
11,6,L3H0,0.143
10,10,L3H0,0.144
3,0,L3H0,0.14108241723794174
1,3,L3H1,0.218
2,6,L3H1,0.227
3,10,L3H1,0.228
3,1,L3H1,0.17576020232224981
3,7,L3H2,0.273
2,2,L3H2,0.28
3,2,L3H2,0.3
3,2,L3H2,0.20763164107555004
5,6,L3H3,0.271
3,3,L3H3,0.288
7,0,L3H3,0.303
3,3,L3H3,0.2516214856865015
6,6,L3H4,0.138
9,5,L3H4,0.161
7,6,L3H4,0.161
3,4,L3H4,0.19285922856533713
2,11,L3H5,0.145
1,3,L3H5,0.183
6,5,L3H5,0.185
3,5,L3H5,0.1425582662544579
3,7,L3H6,0.32
6,8,L3H6,0.326
3,10,L3H6,0.327
3,6,L3H6,0.23660268136113696
5,6,L3H7,0.316
3,3,L3H7,0.318
7,0,L3H7,0.327
3,7,L3H7,0.23537079021081078
1,4,L3H8,0.222
2,7,L3H8,0.234
2,10,L3H8,0.235
3,8,L3H8,0.23242006248619296
3,9,L3H9,0.306
4,9,L3H9,0.325
5,4,L3H9,0.326
3,9,L3H9,0.25975297627390986
3,10,L3H10,0.283
4,7,L3H10,0.294
2,11,L3H10,0.333
3,10,L3H10,0.23843833651157975
3,3,L3H11,0.325
6,8,L3H11,0.329
5,6,L3H11,0.332
3,11,L3H11,0.2860470663094888
2,0,L4H0,0.238
2,10,L4H0,0.24
2,8,L4H0,0.255
4,0,L4H0,0.2823760997066358
1,3,L4H1,0.281
2,6,L4H1,0.295
2,11,L4H1,0.302
4,1,L4H1,0.22356666149122006
1,3,L4H2,0.186
3,10,L4H2,0.189
2,11,L4H2,0.196
4,2,L4H2,0.2631315726301865
3,10,L4H3,0.295
3,3,L4H3,0.311
5,4,L4H3,0.314
4,3,L4H3,0.2603196275699784
6,6,L4H4,0.173
4,4,L4H4,0.188
2,11,L4H4,0.193
4,4,L4H4,0.1399812148207469
5,6,L4H5,0.277
3,10,L4H5,0.291
3,3,L4H5,0.291
4,5,L4H5,0.26791240777754594
5,6,L4H6,0.264
7,0,L4H6,0.268
6,8,L4H6,0.27
4,6,L4H6,0.23744011729871975
4,7,L4H7,0.35
3,10,L4H7,0.352
5,11,L4H7,0.375
4,7,L4H7,0.293057009215642
2,11,L4H8,0.14
4,4,L4H8,0.167
6,5,L4H8,0.171
4,8,L4H8,0.12713501152397033
1,4,L4H9,0.195
2,10,L4H9,0.22
1,7,L4H9,0.222
4,9,L4H9,0.25818636861709204
6,6,L4H10,0.23
6,2,L4H10,0.235
11,4,L4H10,0.235
4,10,L4H10,0.14167439509172094
4,11,L4H11,0.218
2,2,L4H11,0.326
3,2,L4H11,0.406
4,11,L4H11,0.21017839533638552
6,6,L5H0,0.16
6,10,L5H0,0.183
10,1,L5H0,0.192
5,0,L5H0,0.17437740306833197
5,1,L5H1,0.071
7,2,L5H1,0.072
6,9,L5H1,0.084
5,1,L5H1,0.07598345356209343
5,6,L5H2,0.222
2,11,L5H2,0.23
3,10,L5H2,0.231
5,2,L5H2,0.2240818876499508
3,3,L5H3,0.284
2,4,L5H3,0.301
7,0,L5H3,0.313
5,3,L5H3,0.3011790143701376
0,9,L5H4,0.28
0,11,L5H4,0.281
2,10,L5H4,0.292
5,4,L5H4,0.2965077305951962
7,2,L5H5,0.094
5,1,L5H5,0.096
6,9,L5H5,0.104
5,5,L5H5,0.12694984070518073
5,6,L5H6,0.241
7,0,L5H6,0.258
3,3,L5H6,0.262
5,6,L5H6,0.16910141374236531
5,4,L5H7,0.256
3,10,L5H7,0.259
6,5,L5H7,0.261
5,7,L5H7,0.24817183303600895
2,6,L5H8,0.222
2,1,L5H8,0.25
2,11,L5H8,0.26
5,8,L5H8,0.21477914737150494
6,10,L5H9,0.122
11,2,L5H9,0.123
9,5,L5H9,0.126
5,9,L5H9,0.10725550343049757
2,11,L5H10,0.288
6,7,L5H10,0.295
8,10,L5H10,0.306
5,10,L5H10,0.18457566627417898
6,6,L5H11,0.162
4,4,L5H11,0.188
6,10,L5H11,0.195
5,11,L5H11,0.1099304716370577
3,10,L6H0,0.289
3,3,L6H0,0.29
7,0,L6H0,0.293
6,0,L6H0,0.2338874491989785
6,6,L6H1,0.139
6,10,L6H1,0.161
7,6,L6H1,0.174
6,1,L6H1,0.14626900354520125
1,4,L6H2,0.1
1,7,L6H2,0.126
1,8,L6H2,0.144
6,2,L6H2,0.24165209689999168
1,4,L6H3,0.201
1,3,L6H3,0.237
1,7,L6H3,0.241
6,3,L6H3,0.24331058163543698
2,11,L6H4,0.27
8,10,L6H4,0.286
6,5,L6H4,0.289
6,4,L6H4,0.17636098642430184
6,6,L6H5,0.183
6,10,L6H5,0.192
4,4,L6H5,0.197
6,5,L6H5,0.14785646855248039
6,6,L6H6,0.185
3,0,L6H6,0.193
6,10,L6H6,0.196
6,6,L6H6,0.16426166463695735
2,9,L6H7,0.318
2,10,L6H7,0.323
3,7,L6H7,0.336
6,7,L6H7,0.23976899170631022
5,6,L6H8,0.277
6,8,L6H8,0.282
5,4,L6H8,0.283
6,8,L6H8,0.1809843822802359
5,1,L6H9,0.049
7,2,L6H9,0.055
6,9,L6H9,0.069
6,9,L6H9,0.07843890957066973
11,2,L6H10,0.099
11,6,L6H10,0.103
6,10,L6H10,0.105
6,10,L6H10,0.08205911680026881
5,6,L6H11,0.249
7,0,L6H11,0.257
3,3,L6H11,0.262
6,11,L6H11,0.24972702723000328
5,6,L7H0,0.278
3,10,L7H0,0.278
4,4,L7H0,0.286
7,0,L7H0,0.34806554911274046
6,6,L7H1,0.151
7,6,L7H1,0.152
6,10,L7H1,0.152
7,1,L7H1,0.11665351918841058
5,1,L7H2,0.049
7,2,L7H2,0.055
6,9,L7H2,0.069
7,2,L7H2,0.05072711392767326
1,4,L7H3,0.135
1,3,L7H3,0.163
1,7,L7H3,0.17
7,3,L7H3,0.1496816540165788
5,6,L7H4,0.236
4,4,L7H4,0.262
2,11,L7H4,0.263
7,4,L7H4,0.24177868258566398
5,6,L7H5,0.223
3,10,L7H5,0.237
4,4,L7H5,0.238
7,5,L7H5,0.16432406410893574
4,7,L7H6,0.299
3,10,L7H6,0.318
2,11,L7H6,0.376
7,6,L7H6,0.25938972877247835
6,6,L7H7,0.116
6,10,L7H7,0.137
11,2,L7H7,0.144
7,7,L7H7,0.17118519117530454
3,3,L7H8,0.261
5,6,L7H8,0.265
7,0,L7H8,0.272
7,8,L7H8,0.21388810193448177
6,2,L7H9,0.267
2,6,L7H9,0.278
11,4,L7H9,0.278
7,9,L7H9,0.18523547507329438
7,2,L7H10,0.107
5,1,L7H10,0.11
9,9,L7H10,0.116
7,10,L7H10,0.16425263210981814
4,7,L8H0,0.31
3,10,L8H0,0.335
2,10,L8H0,0.336
8,0,L8H0,0.31214224923100126
7,2,L8H1,0.074
5,1,L8H1,0.077
9,9,L8H1,0.082
8,1,L8H1,0.097098754205057
3,10,L8H2,0.282
5,11,L8H2,0.3
6,6,L8H2,0.314
8,2,L8H2,0.23071428363047758
11,6,L8H3,0.081
10,10,L8H3,0.086
6,10,L8H3,0.086
8,3,L8H3,0.14088209813513447
5,6,L8H4,0.27
4,4,L8H4,0.287
3,10,L8H4,0.298
8,4,L8H4,0.2325858656084846
2,10,L8H5,0.309
2,8,L8H5,0.324
2,7,L8H5,0.34
8,5,L8H5,0.2112868297307406
6,6,L8H6,0.214
4,4,L8H6,0.232
3,0,L8H6,0.236
8,6,L8H6,0.2627492516493459
3,7,L8H7,0.305
2,2,L8H7,0.314
3,6,L8H7,0.331
8,7,L8H7,0.28534846273087416
1,4,L8H8,0.242
0,6,L8H8,0.251
2,10,L8H8,0.256
8,8,L8H8,0.2779505114714744
2,10,L8H9,0.296
0,6,L8H9,0.297
2,7,L8H9,0.331
8,9,L8H9,0.3766067224881915
4,7,L8H10,0.213
0,4,L8H10,0.309
1,11,L8H10,0.325
8,10,L8H10,0.23147208349492907
6,6,L8H11,0.176
6,10,L8H11,0.18
4,10,L8H11,0.181
8,11,L8H11,0.13404417592334894
1,3,L9H0,0.27
11,4,L9H0,0.272
3,5,L9H0,0.274
9,0,L9H0,0.25635905714223317
3,0,L9H1,0.106
7,2,L9H1,0.114
5,1,L9H1,0.117
9,1,L9H1,0.11716030495779964
6,2,L9H2,0.172
2,1,L9H2,0.181
11,4,L9H2,0.183
9,2,L9H2,0.12901154633160544
5,6,L9H3,0.258
3,10,L9H3,0.288
4,4,L9H3,0.292
9,3,L9H3,0.26206724057657144
10,10,L9H4,0.143
6,10,L9H4,0.144
10,8,L9H4,0.144
9,4,L9H4,0.13114435778322428
2,11,L9H5,0.166
1,3,L9H5,0.181
3,10,L9H5,0.189
9,5,L9H5,0.22013590299973618
11,6,L9H6,0.074
10,10,L9H6,0.074
10,8,L9H6,0.076
9,6,L9H6,0.1110491061018901
1,4,L9H7,0.249
2,10,L9H7,0.252
1,3,L9H7,0.253
9,7,L9H7,0.3017994093875891
6,7,L9H8,0.272
2,11,L9H8,0.276
1,4,L9H8,0.293
9,8,L9H8,0.28468872604436135
3,0,L9H9,0.091
10,8,L9H9,0.1
9,9,L9H9,0.102
9,9,L9H9,0.10598161199705461
3,10,L9H10,0.209
2,11,L9H10,0.209
1,4,L9H10,0.212
9,10,L9H10,0.20643669627664857
7,2,L9H11,0.086
5,1,L9H11,0.089
9,9,L9H11,0.093
9,11,L9H11,0.09096771369118882
6,10,L10H0,0.168
10,6,L10H0,0.17
9,6,L10H0,0.171
10,0,L10H0,0.15350044210691685
3,0,L10H1,0.161
10,1,L10H1,0.163
6,10,L10H1,0.164
10,1,L10H1,0.14596465841681805
6,10,L10H2,0.111
11,2,L10H2,0.113
6,6,L10H2,0.115
10,2,L10H2,0.10442684453895743
3,10,L10H3,0.233
6,5,L10H3,0.274
5,11,L10H3,0.275
10,3,L10H3,0.2747519447784384
2,11,L10H4,0.216
4,4,L10H4,0.217
3,10,L10H4,0.22
10,4,L10H4,0.21592496832078684
1,4,L10H5,0.168
2,10,L10H5,0.203
1,7,L10H5,0.21
10,5,L10H5,0.2805196768534712
3,0,L10H6,0.116
7,2,L10H6,0.138
5,1,L10H6,0.141
10,6,L10H6,0.1452877090261485
6,6,L10H7,0.261
2,11,L10H7,0.261
8,0,L10H7,0.271
10,7,L10H7,0.19539281840138756
11,2,L10H8,0.09
11,6,L10H8,0.092
6,10,L10H8,0.095
10,8,L10H8,0.06392178772663228
5,6,L10H9,0.31
1,3,L10H9,0.315
6,5,L10H9,0.317
10,9,L10H9,0.21508090270890523
6,10,L10H10,0.12
11,6,L10H10,0.129
10,6,L10H10,0.132
10,10,L10H10,0.09990797902193767
6,6,L10H11,0.196
3,10,L10H11,0.2
4,4,L10H11,0.215
10,11,L10H11,0.2796693011859333
3,7,L11H0,0.288
3,6,L11H0,0.3
0,7,L11H0,0.323
11,0,L11H0,0.21277547287059986
11,4,L11H1,0.147
11,1,L11H1,0.169
6,2,L11H1,0.17
11,1,L11H1,0.12990541713913784
2,11,L11H2,0.165
6,6,L11H2,0.173
7,6,L11H2,0.181
11,2,L11H2,0.11868822593379447
2,7,L11H3,0.165
2,10,L11H3,0.185
1,2,L11H3,0.192
11,3,L11H3,0.24637301420717733
6,6,L11H4,0.18
4,4,L11H4,0.19
3,10,L11H4,0.194
11,4,L11H4,0.13485096142428576
6,6,L11H5,0.17
4,4,L11H5,0.19
3,10,L11H5,0.197
11,5,L11H5,0.16169577772497695
7,2,L11H6,0.125
9,9,L11H6,0.126
9,6,L11H6,0.128
11,6,L11H6,0.13735923068138087
2,11,L11H7,0.17
6,5,L11H7,0.182
3,10,L11H7,0.199
11,7,L11H7,0.1862691181600547
1,10,L11H8,0.357
1,2,L11H8,0.389
0,8,L11H8,0.393
11,8,L11H8,0.332545287466498
6,10,L11H9,0.183
10,10,L11H9,0.183
10,8,L11H9,0.184
11,9,L11H9,0.20619043940867318
3,10,L11H10,0.202
2,11,L11H10,0.224
6,5,L11H10,0.224
11,10,L11H10,0.1778198950468625
3,7,L11H11,0.304
3,6,L11H11,0.314
2,3,L11H11,0.318
11,11,L11H11,0.2359537943827062
